,dim,walk_len,n_walks,p,q,window,hopkins
514,80,15,5,0.75,1.0,10,0.667116287892777
515,80,15,5,0.75,1.0,15,0.630778365289278
516,80,15,10,0.75,1.0,5,0.6442557569142721
517,80,15,10,0.75,1.0,10,0.6024941668170296
518,80,15,10,0.75,1.0,15,0.7008905197620982
519,80,15,15,0.75,1.0,5,0.5374782345982907
520,80,15,15,0.75,1.0,10,0.6352500328064349
521,80,15,15,0.75,1.0,15,0.555486822338715
522,80,25,5,0.75,1.0,5,0.5350743903642657
523,80,25,5,0.75,1.0,10,0.5384885841581963
524,80,25,5,0.75,1.0,15,0.37998164935232087
525,80,25,10,0.75,1.0,5,0.5501798717761288
526,80,25,10,0.75,1.0,10,0.467683280603022
527,80,25,10,0.75,1.0,15,0.5639029608893799
528,80,25,15,0.75,1.0,5,0.6003944962212182
529,80,25,15,0.75,1.0,10,0.43937539621458205
530,80,25,15,0.75,1.0,15,0.6544512748471962
531,80,35,5,0.75,1.0,5,0.5443137054665107
532,80,35,5,0.75,1.0,10,0.3688209089916433
533,80,35,5,0.75,1.0,15,0.5469604253865291
534,80,35,10,0.75,1.0,5,0.39964165884765795
535,80,35,10,0.75,1.0,10,0.4355224632390528
536,80,35,10,0.75,1.0,15,0.47160699726465055
537,80,35,15,0.75,1.0,5,0.4824762141093449
538,80,35,15,0.75,1.0,10,0.5401717692581838
539,80,35,15,0.75,1.0,15,0.5583135640069543
540,80,45,5,0.75,1.0,5,0.5398240975855263
541,80,45,5,0.75,1.0,10,0.5940628245120431
542,80,45,5,0.75,1.0,15,0.536062245591449
543,80,45,10,0.75,1.0,5,0.49236244291482834
544,80,45,10,0.75,1.0,10,0.38499684448671645
545,80,45,10,0.75,1.0,15,0.5164970928223408
546,80,45,15,0.75,1.0,5,0.501511534608308
547,80,45,15,0.75,1.0,10,0.5484641814360479
548,80,45,15,0.75,1.0,15,0.4774773554882165
549,80,55,5,0.75,1.0,5,0.5011805272208286
550,80,55,5,0.75,1.0,10,0.4626589346103923
551,80,55,5,0.75,1.0,15,0.5615148304898107
552,80,55,10,0.75,1.0,5,0.4679847594681122
553,80,55,10,0.75,1.0,10,0.5502909233453854
554,80,55,10,0.75,1.0,15,0.5742228856738039
555,80,55,15,0.75,1.0,5,0.5743937043562877
556,80,55,15,0.75,1.0,10,0.6186828313521617
557,80,55,15,0.75,1.0,15,0.5294708079461456
558,80,65,5,0.75,1.0,5,0.5572928915352826
559,80,65,5,0.75,1.0,10,0.5132704103799013
560,80,65,5,0.75,1.0,15,0.590947594972386
561,80,65,10,0.75,1.0,5,0.5581507488235056
562,80,65,10,0.75,1.0,10,0.5448587613310439
563,80,65,10,0.75,1.0,15,0.48388438358921404
564,80,65,15,0.75,1.0,5,0.5550858869822104
565,80,65,15,0.75,1.0,10,0.5041344484444901
566,80,65,15,0.75,1.0,15,0.5595747247469545
567,80,75,5,0.75,1.0,5,0.5260651667334008
568,80,75,5,0.75,1.0,10,0.5016042302205715
569,80,75,5,0.75,1.0,15,0.5631750650420009
570,80,75,10,0.75,1.0,5,0.538091876487738
571,80,75,10,0.75,1.0,10,0.5248393513843338
572,80,75,10,0.75,1.0,15,0.616988984801013
573,80,75,15,0.75,1.0,5,0.5423756112356678
574,80,75,15,0.75,1.0,10,0.5844167757307472
575,80,75,15,0.75,1.0,15,0.4674343603726153
576,90,5,5,0.75,1.0,5,0.6768674156786109
577,90,5,5,0.75,1.0,10,0.6716860009831592
578,90,5,5,0.75,1.0,15,0.6349277684169852
579,90,5,10,0.75,1.0,5,0.636373182466366
580,90,5,10,0.75,1.0,10,0.6233826133580962
581,90,5,10,0.75,1.0,15,0.694706455064674
582,90,5,15,0.75,1.0,5,0.6602122727807982
583,90,5,15,0.75,1.0,10,0.6795978059406436
584,90,5,15,0.75,1.0,15,0.6358547426648883
585,90,15,5,0.75,1.0,5,0.6670680884939983
586,90,15,5,0.75,1.0,10,0.6580465150170177
587,90,15,5,0.75,1.0,15,0.7163430097807723
588,90,15,10,0.75,1.0,5,0.643839177989945
589,90,15,10,0.75,1.0,10,0.6507938712843363
590,90,15,10,0.75,1.0,15,0.5938482374673304
591,90,15,15,0.75,1.0,5,0.6102048738201502
592,90,15,15,0.75,1.0,10,0.5666153050105563
593,90,15,15,0.75,1.0,15,0.5617646228351274
594,90,25,5,0.75,1.0,5,0.541438682675688
595,90,25,5,0.75,1.0,10,0.576737849736948
596,90,25,5,0.75,1.0,15,0.5401251952713293
597,90,25,10,0.75,1.0,5,0.609580508578515
598,90,25,10,0.75,1.0,10,0.3762316322666323
599,90,25,10,0.75,1.0,15,0.6180850339631151
600,90,25,15,0.75,1.0,5,0.4779598806228892
601,90,25,15,0.75,1.0,10,0.4689736634187064
602,90,25,15,0.75,1.0,15,0.4344168476851066
603,90,35,5,0.75,1.0,5,0.42584350255148967
604,90,35,5,0.75,1.0,10,0.42725232468093394
605,90,35,5,0.75,1.0,15,0.4636762952957888
606,90,35,10,0.75,1.0,5,0.4686899929406918
607,90,35,10,0.75,1.0,10,0.5663664346262667
608,90,35,10,0.75,1.0,15,0.5014763436971168
609,90,35,15,0.75,1.0,5,0.4882337422955929
610,90,35,15,0.75,1.0,10,0.5279462353061863
611,90,35,15,0.75,1.0,15,0.49067451192717726
612,90,45,5,0.75,1.0,5,0.4962502191333465
613,90,45,5,0.75,1.0,10,0.6385922299216448
614,90,45,5,0.75,1.0,15,0.5229003215313398
615,90,45,10,0.75,1.0,5,0.5476473706027016
616,90,45,10,0.75,1.0,10,0.6257083897824371
617,90,45,10,0.75,1.0,15,0.48521246809536805
618,90,45,15,0.75,1.0,5,0.5953877987985651
619,90,45,15,0.75,1.0,10,0.46842481519618034
620,90,45,15,0.75,1.0,15,0.577653028377221
621,90,55,5,0.75,1.0,5,0.43879151215906653
622,90,55,5,0.75,1.0,10,0.6207192398801489
623,90,55,5,0.75,1.0,15,0.4841023144908641
624,90,55,10,0.75,1.0,5,0.6535354796226883
625,90,55,10,0.75,1.0,10,0.5385820112882731
626,90,55,10,0.75,1.0,15,0.6088345759458753
627,90,55,15,0.75,1.0,5,0.4550039884660496
628,90,55,15,0.75,1.0,10,0.46488810632821903
629,90,55,15,0.75,1.0,15,0.5565767852313046
630,90,65,5,0.75,1.0,5,0.4733390710184351
631,90,65,5,0.75,1.0,10,0.4224486665419953
632,90,65,5,0.75,1.0,15,0.5843574170075285
633,90,65,10,0.75,1.0,5,0.48788495475094457
634,90,65,10,0.75,1.0,10,0.4051304376426284
635,90,65,10,0.75,1.0,15,0.549867915174897
636,90,65,15,0.75,1.0,5,0.6089421072208031
637,90,65,15,0.75,1.0,10,0.5615963192290686
638,90,65,15,0.75,1.0,15,0.5440772206083507
639,90,75,5,0.75,1.0,5,0.5059876047833965
640,90,75,5,0.75,1.0,10,0.5147432612185908
641,90,75,5,0.75,1.0,15,0.406304323991754
642,90,75,10,0.75,1.0,5,0.5146152675484327
643,90,75,10,0.75,1.0,10,0.5598741934702891
644,90,75,10,0.75,1.0,15,0.5610728992471391
645,90,75,15,0.75,1.0,5,0.4438694202268373
646,90,75,15,0.75,1.0,10,0.6373179233226673
647,90,75,15,0.75,1.0,15,0.4589318202883161
648,100,5,5,0.75,1.0,5,0.684792090220565
649,100,5,5,0.75,1.0,10,0.7005330600106227
650,100,5,5,0.75,1.0,15,0.7049701346239726
651,100,5,10,0.75,1.0,5,0.6456354503434976
652,100,5,10,0.75,1.0,10,0.6585390380870295
653,100,5,10,0.75,1.0,15,0.6780182989841532
654,100,5,15,0.75,1.0,5,0.635127617892515
655,100,5,15,0.75,1.0,10,0.6624603357599204
656,100,5,15,0.75,1.0,15,0.6478263672027953
657,100,15,5,0.75,1.0,5,0.6768891819745894
658,100,15,5,0.75,1.0,10,0.7293420959236419
659,100,15,5,0.75,1.0,15,0.6751101152371245
660,100,15,10,0.75,1.0,5,0.6958243431844972
661,100,15,10,0.75,1.0,10,0.646340569245505
662,100,15,10,0.75,1.0,15,0.662946620062867
663,100,15,15,0.75,1.0,5,0.5834101003492895
664,100,15,15,0.75,1.0,10,0.5543825572629797
665,100,15,15,0.75,1.0,15,0.46935682421911923
666,100,25,5,0.75,1.0,5,0.6665356533048953
667,100,25,5,0.75,1.0,10,0.5176594997371703
668,100,25,5,0.75,1.0,15,0.4593841315698183
669,100,25,10,0.75,1.0,5,0.5249228957040499
670,100,25,10,0.75,1.0,10,0.5535492522263237
671,100,25,10,0.75,1.0,15,0.529269637660884
672,100,25,15,0.75,1.0,5,0.4041945532112867
673,100,25,15,0.75,1.0,10,0.6080973812963971
674,100,25,15,0.75,1.0,15,0.5163993868539174
675,100,35,5,0.75,1.0,5,0.4588770141902153
676,100,35,5,0.75,1.0,10,0.46769829213101627
677,100,35,5,0.75,1.0,15,0.4779829985372341
678,100,35,10,0.75,1.0,5,0.4861155056627722
679,100,35,10,0.75,1.0,10,0.499550234196902
680,100,35,10,0.75,1.0,15,0.5181403799706782
681,100,35,15,0.75,1.0,5,0.568956651114677
682,100,35,15,0.75,1.0,10,0.5835201025763697
683,100,35,15,0.75,1.0,15,0.5574801913768146
684,100,45,5,0.75,1.0,5,0.44803800116317505
685,100,45,5,0.75,1.0,10,0.4335760955321021
686,100,45,5,0.75,1.0,15,0.45590975942314327
687,100,45,10,0.75,1.0,5,0.6344815433050853
688,100,45,10,0.75,1.0,10,0.4627400301845729
689,100,45,10,0.75,1.0,15,0.5277660206759228
690,100,45,15,0.75,1.0,5,0.4683159856667747
691,100,45,15,0.75,1.0,10,0.5858712186427331
692,100,45,15,0.75,1.0,15,0.6944941798373259
693,100,55,5,0.75,1.0,5,0.5640491450952038
694,100,55,5,0.75,1.0,10,0.4610806258570626
695,100,55,5,0.75,1.0,15,0.42273340114845454
696,100,55,10,0.75,1.0,5,0.5787587551344148
697,100,55,10,0.75,1.0,10,0.6574163229466966
698,100,55,10,0.75,1.0,15,0.5217315216599101
699,100,55,15,0.75,1.0,5,0.5120511343980853
700,100,55,15,0.75,1.0,10,0.5681653900015446
701,100,55,15,0.75,1.0,15,0.5058471150913054
702,100,65,5,0.75,1.0,5,0.5058628918749778
703,100,65,5,0.75,1.0,10,0.5862947925706625
704,100,65,5,0.75,1.0,15,0.4629915437612667
705,100,65,10,0.75,1.0,5,0.5435202481741619
706,100,65,10,0.75,1.0,10,0.49886192267680146
707,100,65,10,0.75,1.0,15,0.4814260298339014
708,100,65,15,0.75,1.0,5,0.532018854123545
709,100,65,15,0.75,1.0,10,0.5497008606372926
710,100,65,15,0.75,1.0,15,0.5507101265902852
711,100,75,5,0.75,1.0,5,0.408332724311887
712,100,75,5,0.75,1.0,10,0.44895110088554274
713,100,75,5,0.75,1.0,15,0.5935621054681972
714,100,75,10,0.75,1.0,5,0.5667602886667045
715,100,75,10,0.75,1.0,10,0.5073899687848842
716,100,75,10,0.75,1.0,15,0.49864605039729676
717,100,75,15,0.75,1.0,5,0.500041656744893
718,100,75,15,0.75,1.0,10,0.5414616577881181
719,100,75,15,0.75,1.0,15,0.48493110944691803
