,dim,walk_len,n_walks,p,q,window,modularity
513,80,15,5,0.75,1.0,5,0.10429670489185663
514,80,15,5,0.75,1.0,10,0.021265786035709146
515,80,15,5,0.75,1.0,15,0.12911888517927134
516,80,15,10,0.75,1.0,5,0.48620989984032514
517,80,15,10,0.75,1.0,10,0.4438234867179562
518,80,15,10,0.75,1.0,15,0.5195964581216432
519,80,15,15,0.75,1.0,5,0.580200319349688
520,80,15,15,0.75,1.0,10,0.5683698650021773
521,80,15,15,0.75,1.0,15,0.6260705472492379
522,80,25,5,0.75,1.0,5,0.42008999854841056
523,80,25,5,0.75,1.0,10,0.6260705472492379
524,80,25,5,0.75,1.0,15,0.6371752068515023
525,80,25,10,0.75,1.0,5,0.6260705472492379
526,80,25,10,0.75,1.0,10,0.6260705472492379
527,80,25,10,0.75,1.0,15,0.6260705472492379
528,80,25,15,0.75,1.0,5,0.6481347075047177
529,80,25,15,0.75,1.0,10,0.6481347075047177
530,80,25,15,0.75,1.0,15,0.6481347075047177
531,80,35,5,0.75,1.0,5,0.6260705472492379
532,80,35,5,0.75,1.0,10,0.6260705472492379
533,80,35,5,0.75,1.0,15,0.6371752068515023
534,80,35,10,0.75,1.0,5,0.6481347075047177
535,80,35,10,0.75,1.0,10,0.6481347075047177
536,80,35,10,0.75,1.0,15,0.6481347075047177
537,80,35,15,0.75,1.0,5,0.6481347075047177
538,80,35,15,0.75,1.0,10,0.6481347075047177
539,80,35,15,0.75,1.0,15,0.6481347075047177
540,80,45,5,0.75,1.0,5,0.6481347075047177
541,80,45,5,0.75,1.0,10,0.6481347075047177
542,80,45,5,0.75,1.0,15,0.6481347075047177
543,80,45,10,0.75,1.0,5,0.6481347075047177
544,80,45,10,0.75,1.0,10,0.5563942517056176
545,80,45,10,0.75,1.0,15,0.6481347075047177
546,80,45,15,0.75,1.0,5,0.6481347075047177
547,80,45,15,0.75,1.0,10,0.6481347075047177
548,80,45,15,0.75,1.0,15,0.6481347075047177
549,80,55,5,0.75,1.0,5,0.6371752068515023
550,80,55,5,0.75,1.0,10,0.6481347075047177
551,80,55,5,0.75,1.0,15,0.6371752068515023
552,80,55,10,0.75,1.0,5,0.5802003193496879
553,80,55,10,0.75,1.0,10,0.6371752068515023
554,80,55,10,0.75,1.0,15,0.580200319349688
555,80,55,15,0.75,1.0,5,0.6481347075047177
556,80,55,15,0.75,1.0,10,0.6481347075047177
557,80,55,15,0.75,1.0,15,0.6481347075047177
558,80,65,5,0.75,1.0,5,0.6371752068515023
559,80,65,5,0.75,1.0,10,0.6481347075047177
560,80,65,5,0.75,1.0,15,0.6481347075047177
561,80,65,10,0.75,1.0,5,0.6481347075047177
562,80,65,10,0.75,1.0,10,0.6481347075047177
563,80,65,10,0.75,1.0,15,0.6481347075047177
564,80,65,15,0.75,1.0,5,0.6481347075047177
565,80,65,15,0.75,1.0,10,0.6481347075047177
566,80,65,15,0.75,1.0,15,0.6481347075047177
567,80,75,5,0.75,1.0,5,0.5802003193496879
568,80,75,5,0.75,1.0,10,0.6481347075047177
569,80,75,5,0.75,1.0,15,0.6481347075047177
570,80,75,10,0.75,1.0,5,0.6481347075047177
571,80,75,10,0.75,1.0,10,0.6481347075047177
572,80,75,10,0.75,1.0,15,0.6481347075047177
573,80,75,15,0.75,1.0,5,0.6481347075047177
574,80,75,15,0.75,1.0,10,0.6481347075047177
575,80,75,15,0.75,1.0,15,0.6481347075047177
576,90,5,5,0.75,1.0,5,0.12200609667586008
577,90,5,5,0.75,1.0,10,-0.07657134562345766
578,90,5,5,0.75,1.0,15,0.060095804906372494
579,90,5,10,0.75,1.0,5,-0.05537813906227317
580,90,5,10,0.75,1.0,10,-0.05450718536797791
581,90,5,10,0.75,1.0,15,-0.11503846712149803
582,90,5,15,0.75,1.0,5,-0.10647408912759469
583,90,5,15,0.75,1.0,10,-0.12723181884163154
584,90,5,15,0.75,1.0,15,-0.1375381042241254
585,90,15,5,0.75,1.0,5,0.05639425170561767
586,90,15,5,0.75,1.0,10,0.31985774422993185
587,90,15,5,0.75,1.0,15,-0.04318478734213963
588,90,15,10,0.75,1.0,5,0.5033386558281318
589,90,15,10,0.75,1.0,10,0.4258963565103788
590,90,15,10,0.75,1.0,15,0.5683698650021773
591,90,15,15,0.75,1.0,5,0.4914356220060967
592,90,15,15,0.75,1.0,10,0.5802003193496879
593,90,15,15,0.75,1.0,15,0.5918856147481493
594,90,25,5,0.75,1.0,5,0.5320075482653506
595,90,25,5,0.75,1.0,10,0.6260705472492379
596,90,25,5,0.75,1.0,15,0.6260705472492379
597,90,25,10,0.75,1.0,5,0.6371752068515023
598,90,25,10,0.75,1.0,10,0.6260705472492379
599,90,25,10,0.75,1.0,15,0.6371752068515023
600,90,25,15,0.75,1.0,5,0.6371752068515023
601,90,25,15,0.75,1.0,10,0.6481347075047177
602,90,25,15,0.75,1.0,15,0.6481347075047177
603,90,35,5,0.75,1.0,5,0.6371752068515023
604,90,35,5,0.75,1.0,10,0.6371752068515023
605,90,35,5,0.75,1.0,15,0.6371752068515023
606,90,35,10,0.75,1.0,5,0.6481347075047177
607,90,35,10,0.75,1.0,10,0.6371752068515023
608,90,35,10,0.75,1.0,15,0.6481347075047177
609,90,35,15,0.75,1.0,5,0.6481347075047177
610,90,35,15,0.75,1.0,10,0.6481347075047177
611,90,35,15,0.75,1.0,15,0.6481347075047177
612,90,45,5,0.75,1.0,5,0.6481347075047177
613,90,45,5,0.75,1.0,10,0.6481347075047177
614,90,45,5,0.75,1.0,15,0.6481347075047177
615,90,45,10,0.75,1.0,5,0.6481347075047177
616,90,45,10,0.75,1.0,10,0.5918856147481493
617,90,45,10,0.75,1.0,15,0.5802003193496879
618,90,45,15,0.75,1.0,5,0.6481347075047177
619,90,45,15,0.75,1.0,10,0.6481347075047177
620,90,45,15,0.75,1.0,15,0.6481347075047177
621,90,55,5,0.75,1.0,5,0.6371752068515023
622,90,55,5,0.75,1.0,10,0.6481347075047177
623,90,55,5,0.75,1.0,15,0.6481347075047177
624,90,55,10,0.75,1.0,5,0.5683698650021773
625,90,55,10,0.75,1.0,10,0.6481347075047177
626,90,55,10,0.75,1.0,15,0.5918856147481493
627,90,55,15,0.75,1.0,5,0.580200319349688
628,90,55,15,0.75,1.0,10,0.6481347075047177
629,90,55,15,0.75,1.0,15,0.6389171142400929
630,90,65,5,0.75,1.0,5,0.6371752068515023
631,90,65,5,0.75,1.0,10,0.6481347075047177
632,90,65,5,0.75,1.0,15,0.6481347075047177
633,90,65,10,0.75,1.0,5,0.6481347075047177
634,90,65,10,0.75,1.0,10,0.6481347075047177
635,90,65,10,0.75,1.0,15,0.6389171142400929
636,90,65,15,0.75,1.0,5,0.6481347075047177
637,90,65,15,0.75,1.0,10,0.6389171142400929
638,90,65,15,0.75,1.0,15,0.6389171142400929
639,90,75,5,0.75,1.0,5,0.6371752068515023
640,90,75,5,0.75,1.0,10,0.6481347075047177
641,90,75,5,0.75,1.0,15,0.6481347075047177
642,90,75,10,0.75,1.0,5,0.6481347075047177
643,90,75,10,0.75,1.0,10,0.6481347075047177
644,90,75,10,0.75,1.0,15,0.5563942517056176
645,90,75,15,0.75,1.0,5,0.6481347075047177
646,90,75,15,0.75,1.0,10,0.6481347075047177
647,90,75,15,0.75,1.0,15,0.6481347075047177
648,100,5,5,0.75,1.0,5,-0.1326752794309769
649,100,5,5,0.75,1.0,10,-0.06902308027289882
650,100,5,5,0.75,1.0,15,-0.12694150094353315
651,100,5,10,0.75,1.0,5,-0.14980403541878354
652,100,5,10,0.75,1.0,10,-0.05566845696037158
653,100,5,10,0.75,1.0,15,-0.08426476992306572
654,100,5,15,0.75,1.0,5,-0.015023951226593089
655,100,5,15,0.75,1.0,10,-0.1426186674408477
656,100,5,15,0.75,1.0,15,-0.11750616925533458
657,100,15,5,0.75,1.0,5,0.07541007403106403
658,100,15,5,0.75,1.0,10,0.4359123239947743
659,100,15,5,0.75,1.0,15,0.29554362026418934
660,100,15,10,0.75,1.0,5,0.35716359413557847
661,100,15,10,0.75,1.0,10,0.564595732326898
662,100,15,10,0.75,1.0,15,0.6389171142400929
663,100,15,15,0.75,1.0,5,0.580200319349688
664,100,15,15,0.75,1.0,10,0.5143707359558717
665,100,15,15,0.75,1.0,15,0.6371752068515023
666,100,25,5,0.75,1.0,5,0.5166206996661344
667,100,25,5,0.75,1.0,10,0.6481347075047177
668,100,25,5,0.75,1.0,15,0.6481347075047177
669,100,25,10,0.75,1.0,5,0.6260705472492379
670,100,25,10,0.75,1.0,10,0.6481347075047177
671,100,25,10,0.75,1.0,15,0.6260705472492379
672,100,25,15,0.75,1.0,5,0.6481347075047177
673,100,25,15,0.75,1.0,10,0.6481347075047177
674,100,25,15,0.75,1.0,15,0.6481347075047177
675,100,35,5,0.75,1.0,5,0.6260705472492379
676,100,35,5,0.75,1.0,10,0.6260705472492379
677,100,35,5,0.75,1.0,15,0.6371752068515023
678,100,35,10,0.75,1.0,5,0.6481347075047177
679,100,35,10,0.75,1.0,10,0.6481347075047177
680,100,35,10,0.75,1.0,15,0.6481347075047177
681,100,35,15,0.75,1.0,5,0.6481347075047177
682,100,35,15,0.75,1.0,10,0.6481347075047177
683,100,35,15,0.75,1.0,15,0.6481347075047177
684,100,45,5,0.75,1.0,5,0.6481347075047177
685,100,45,5,0.75,1.0,10,0.6371752068515023
686,100,45,5,0.75,1.0,15,0.6481347075047177
687,100,45,10,0.75,1.0,5,0.6481347075047177
688,100,45,10,0.75,1.0,10,0.6481347075047177
689,100,45,10,0.75,1.0,15,0.6481347075047177
690,100,45,15,0.75,1.0,5,0.6481347075047177
691,100,45,15,0.75,1.0,10,0.6481347075047177
692,100,45,15,0.75,1.0,15,0.6481347075047177
693,100,55,5,0.75,1.0,5,0.6481347075047177
694,100,55,5,0.75,1.0,10,0.6481347075047177
695,100,55,5,0.75,1.0,15,0.6481347075047177
696,100,55,10,0.75,1.0,5,0.6371752068515023
697,100,55,10,0.75,1.0,10,0.6481347075047177
698,100,55,10,0.75,1.0,15,0.5657570039192916
699,100,55,15,0.75,1.0,5,0.6481347075047177
700,100,55,15,0.75,1.0,10,0.6481347075047177
701,100,55,15,0.75,1.0,15,0.6371752068515023
702,100,65,5,0.75,1.0,5,0.5802003193496879
703,100,65,5,0.75,1.0,10,0.5918856147481493
704,100,65,5,0.75,1.0,15,0.6481347075047177
705,100,65,10,0.75,1.0,5,0.6481347075047177
706,100,65,10,0.75,1.0,10,0.6481347075047177
707,100,65,10,0.75,1.0,15,0.6481347075047177
708,100,65,15,0.75,1.0,5,0.6481347075047177
709,100,65,15,0.75,1.0,10,0.5683698650021773
710,100,65,15,0.75,1.0,15,0.6389171142400929
711,100,75,5,0.75,1.0,5,0.6481347075047177
712,100,75,5,0.75,1.0,10,0.6481347075047177
713,100,75,5,0.75,1.0,15,0.6481347075047177
714,100,75,10,0.75,1.0,5,0.6481347075047177
715,100,75,10,0.75,1.0,10,0.6481347075047177
716,100,75,10,0.75,1.0,15,0.5918856147481493
717,100,75,15,0.75,1.0,5,0.6481347075047177
718,100,75,15,0.75,1.0,10,0.6481347075047177
719,100,75,15,0.75,1.0,15,0.6481347075047177
